timestamp,question,answer,feedback,,,,,,,
2025-06-30T11:51:18,"what can you tell me about this ?Page 1 of 11  Initial: ___________         Initial: ___________  
 
 
Thursday, 05 June 2025   
 
Dear Daniel , 
 
I am delighted to confirm your booking for the SKY / Accommodation  to be held on Thursday, 04 December 2025.  
 
Enclosed are:  
1. The Event Agreement, which confirms the facilities provisionally held;  
2. The Terms and Conditions;  
 
Both documents together form the contract for the above event.  
 
Please check these details carefully, then sign and return both documents to me by Friday, 27 June  2025  together with the first 
deposit detailed in the pro -forma in voice in order to confirm your event.  Please note that VAT at the prevailing rate is applicable 
on all event charges incurred.  
 
Please also find enclosed:  
1. The pro -forma invoice detailing any deposits/pre -payments with their due date.  
 
We look forward to w elcoming your event here at Hilton London Syon Park , and please do not hesitate to contact me should you 
have any queries.  
 
 
Kind regards,  
 
 
 
 
 
Flore Kemp  
GCE Sales Executive   
 
 
2 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
GROUPS, CONFERENCE AND EVENT AGREEMENT  
 
This Groups, Conference and Event Agreement (“Event Agreement”) between the parties identified immediately below as Client and Hotel is intended to be 
helpful to both you and us and result in your satisfaction with our performance.  
 
Client Name: SKY / Accommodation  
(“You” or “you” or “your ” or “Client”)  Hotel Owner Name: Syon Park (OPCO) Ltd  
currently trading as Hotel Name: Hilton London Syon Park  
 
 (collectively, “Hotel” or “we” or “our” or “us”)  
Client Mailing Address:
  Grant Way  
Isleworth  
TW7 5QD  
United Kingdom  Hotel Address:  Park Road  
Brentford   
TW8 8JF  
 
Client Contact Name:  Daniel Homewood  Hotel Contact Name:  Flore Kemp  
Title:  VIP Engineer  Title:  GCE Sales Executive  
E-mail address:  daniel.homewood@sky.uk  E-mail address:  flore.kemp@hilton.com  
Phone:  07825938333  Phone:  02083801419  
 
Event Agreement Ref. No  253958897  Name of Event 
(“Event”):  SKY / Accommodation  
Issue Date:  Thursday, 05 June 2025  Post to Reader Board 
As: SKY / Accommodation  
Event Dates:  Thursday, 04 December 2025  - Saturday, 
06 December 2025  
 Arrival Date:  Thursday, 04 December 2025  
 
We are pleased to reserve the following accommodations and arrangements for your Event. Please review the detailed informatio n outlined within to assure 
that this accurately reflects your requirements:  
 
Room Block Booking Details:  
Arrival Date:  Thursday, 04 December 2025  
Departure Date:  Saturday, 06 December 2025  
 
 
 
MEDIA / SKY / Accommodati on  
  QUEEN GUEST ROOM  
 Occupancy  Rooms  Rate  
Thu 04/12/2025  S 9 £150.00  
Fri 05/12/2025  S 9 £150.00  
 
 
   Total Number of Bedroom Nights Reserved: 18 
 
Guestroom Rates  
- The above bedroom rates are  inclusive of English breakfast served at leisure and are inclusive VAT at the prevailing rate.  
- Please note that bedroom types will be assigned based on hotel availability and are therefore labelled above as Run of House . 
- The rooms are contracted on a non -cumulative per night basis.  
- Rates are for the specified p eriod only and cannot be used in conjunction with any other discounts/promotional offer.  
 
Check -in & out Timings  
- Check -in time is 16:00; check -out time is 11:00am . Early check -in and late check -out are subject to availability and approval by Front Desk.  There will 
be a charge of one night for early check -in, late check -out charges will apply according to time of departure.  
 
Early Departure fees  
- Early Departure fe es apply for any changes in the departure date, the charge applicable is 100% of the room rate.  
 
Room Drops  
- If room drops are requested then there will be a non - negotiable charge starting from £1.50 per drop depending on the item that needs to be delivere d. 
 
 
3 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
 
Porterage  
- If your group requires a luggage drop to the room, our Concierge are able to deliver guest luggage to and from the room on ar rival and departure.  The 
charge for this service is £3.00 per piece each way.  All guests are requested to have lugg age tags with names clearly printed on all their luggage items.  
 
Rooming list:  
- The number of bedrooms reserved may be reduced to no lower than the minimum contracted numbers. Any reduction should be commu nicated in 
writing. Should you choose not to exercis e this option then the total number of rooms held will be charged at the contracted rate.  
- The rooms reserved are guaranteed by the Client and the Client agrees to be financially responsible for the room charges for their guests. A full 
rooming list will be provided by the Client not less than 14 working days prior to arrival.  
- Charges for Bedroom and VAT will be added to the Master Account and will be settled by the Client. Individual guests will set tle their own extras on 
departure. If individuals ar e settling their own extras on departure, they will be asked to provide a credit card on check in to guarantee these charges.  
- Charges for Bedroom and VAT will be added to the Master Account and will be settled by the Client. Client is financially liab le fo r any un -picked up 
bedrooms on the block, any cancellation charges or no -shows, which will be charged at 100%.  
- A full rooming list will be provided by the Client not less than 14 working days prior to arrival.  
 
 
Attrition/Cut -off – Rooming List:  
The number of bedrooms reserved may be reduced to no lower than the minimum contracted numbers as per the below deadline:  
- 3 bedroom nights ( in total ) can be released by Monday 10th, November  2025 (no cancellation charge)  
All room night reductions will be auctioned proportionally between all bedroom categories booked per night. Any reduction should be communicated in writing. 
Should you choose not to exercise this option then the total number of rooms held will be charged at the contracted rate.  
 
Bedroom ex tras own account  
A credit  card imprint will be required from each guest upon check in, should the Client not accept full responsibility for all charges incurred by guests.  
 
 
Service Charge:  
• Any restaurant afternoon teas, lunches (outside of a meeting package) and dinners are subject to a 12.5% service charge which will be charged on 
the receipt from the restaurant.  
• Any drinks not pre -ordered or charged on consumption including any bars in our function spaces will be subject to a 12.5% service c harge and will 
be charged on the receipt from the bar.  
• For any private events with a package pre -booked service charge is at your discretion.  
 
The following additional charges will be added to your master account: Porterage, housekeeping gratuity, audio/v isual, and other charges as described in the 
following table:  
 
Internet  BT is the hotels sole internet user producer and further details and/or a quotation can be obtained upon request for 
specific IT requirements.  
Change of Layout  Change of the layout during the event may occur additional cost subject to the change requested and the frequency 
thereof.  
Removal of rubbish and additional 
cleaning  Should the venue not be returned to the Hotel in an acceptable state, additional cleaning charges may b e applicable.  
Storage  Any items from the event left at the venue after 48 hours or more will be disposed of unless advised otherwise by the 
client.  
Deliveries  Deliveries will only be accepted within 48 hours prior to your Arrival Date, unless otherwise agreed by us in advance. All 
deliveries must be correctly labelled as per our guidelines. To the fullest extent permitted by applicable law, we shall not 
be respo nsible for any damages to or loss of your packages.  
  
 
 
 
 
 
 
4 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
Breakdown of Total Anticipated Revenue  
 
Summary Of Total Anticipated Revenue for this Event (Chargeable to Master Account)  
Total Anticipated Bedroom Revenue  
(18 @ £ 150.00 ) £2,700.00  
  
Total Anticipated Revenue, excluding national and local taxes  £2,250.00  
Prevailing VAT  £450.00  
  
Total Anticipated Revenue, including national and local taxes  £2,700.00  
* Does not include gratuity.  
  
Full Cancellation Damages  (see Cancellation and Performance Policies in the attached Standard Terms and Conditions)  
 
Date of Hotel’s Receipt of Cancellation Notice  Percentage of  
Total Anticipated Revenue 
Owed  Amount of  
Cancellation Damages Owed  
Cancellation between date of signing and Monday 4th august 2025  - Free cancellation  
Cancellation between date of signing and first date of Event:  AMOUNT  100% £2,700.00  
 
Payment Breakdown :  
You do not currently have credit facilities with Hilton Worldwide or us.  Deposit payments are required as follows:  
 
Transaction Type  Charge Type  Date  Amount  
Balance Due  – Monday 4th August 2025  £3,000.00  
 
 
The remaining 100% will be paid within 14 calendar days of issue of final invoice.  All percentages above refer to the Total Anticipated Revenue, exclusive of 
applicable national and local tax.  
 
Payment Instructions  
 
Payments can be made either by certified cheque, made payable to Ability Hotels ( Syon Park) Ltd , or by major credit card as per the Standard Terms and Conditions 
(see Terms of Payment), or by Bank Transfer to the following details:  
 
Sort Code:  09-02-22 
Account Number:   110 281 50  
Beneficiary Account Name:  Syon Park (OPCO) Ltd  
Bank / Branch Name:  Santander Corporate Banking  
Address of Bank:  Santander House, 2 Triton Square, London, 
NW1 3AN  
SWIFT CODE:  ABBYGB2LXXX  
IBAN Number:  GB26ABBY09022211028150  
Please send your remittance advice direct to Hilton London Syon Park or fax on +44 (0) 207 870 7787 stating the invoices bein g paid and date of payment to our 
account.  
 
BILLING INSTRUCTIONS : Please confirm responsibility for payment of the following items  by ticking the appropriate boxes below : 
 
Item  Client’s Master Account  Individual Account  
 
Accommodation with buffet breakfast    
Breakfast ordered with Room Service    
Accommodation extras / Incidental Charges (mini bar, pay TV, etc.)    
Dinner    
Conference charges    
Conference extras (photocopies, telephone, etc.)    
Spa Treatment    
 
 
5 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
 
If a particular item of expense is not expressly mentioned above, the Hotel is specifically authorized to charge such item to  the account of the individual.  
 
Entire Agreement : This Event Agreement, together with the Standard Terms and Conditions (attached hereto and incorporated herein by reference ), 
appendices, addenda and  exhibits attached hereto (if any), upon signature by both parties below, constitutes the entire agre eme nt between the parties and 
may not be amended or changed unless done so in writing and signed by the parties.  If this Event Agreement or any attachment s thereto are returned signed 
but with changes, it shall not constitute an acceptance, but rather a coun teroffer by you that may be accepted or rejected in writing by us in our sole discretion. 
Once both you and we sign this Event Agreement, all provisions reserved on your behalf will be confirmed and therefore subjec t to the terms of this Event 
Agreement.  
You are requested to review, sign and return this agreement to us within Friday, 30 May 2025 of the Event Agreement Issue Date (see Option Date in the 
attached Standard Terms and Conditions).  
The undersigned expressly agree and warrant that they are author ised to sign and enter into this Event Agreement on behalf of the party for which they sign.  
 
ACCEPTED AND AGREED TO:  
 
 
  
By:        
Signature  
Name:  Daniel Homewood  
Title:        
 
Dated:        Ability Hotels (Syon Park) Ltd currently trading as Hilton London Syon Park  
 
 
 
By:        
Signature  
Name:  Flore Kemp  
 
Title:  GCE Sales Executive  
 
Dated:        
 
  
 
 
2 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
STANDARD TERMS AND CONDITIONS  
DEFINITIONS USED IN THIS CONFERENCE AND EVENT AGREEMENT  
Arrival Date  means the first date that you will arrive at the Hotel for the Event, as specified in the Event Agreement.  
Client , You, you  or your  means the person or legal entity responsible for commissioning and payment of the Event, as specified in the Event Agreement.  
Event means the booking using an area of our event space, public space, bedrooms, facilities and/or food and beverage (“F&B”), sp ecific details of which are set forth in the Event 
Agreement.  
Event Agreement means the portion of this agreement that sets out the details of the Event (as produced by our appropriate C&E sales system, e.g. GEM, Delphi, C&B Database).  
Event Agreement Issu e Date means the date that this agreement is sent by us to you, as set forth in the Event Agreement.  
Event Planner means the person designated in the Event Agreement who is the event planner, meeting planner, travel agent, or professional c onference organiser that performs 
services that result in you booking business at the Hotel and who is eligible to receive the Even t Planner Bonus as set forth in the Event Agreement . 
Hilton Worldwide means Hilton Worldwide, Inc.  
Hotel , we, our  or us means the entity who owns the Hotel where the Event will take place, as set forth in the Event Agreement.  
Planner  means the meeting plan ner, travel agent, professional conference organiser or other agency as designated in the Event Agreement  that performs services that result in you 
booking business at our Hotel, and who is eligible to be rewarded by us with the commission payment as set f orth in the Event Agreement . 
Schedule of Events means an appendix to the Event Agreement that sets out additional specific details of an Event.  
Standard Terms and Conditions  mean the following terms and conditions that supplement the Event Agreement.  
ALL R ATES ARE QUOTED IN POUNDS STERLING.  
A - TOTAL NUMBER OF BEDROOM NIGHTS RESERVED  
Bedroom accommodation allocations, room types, rates and release dates (where appropriate) are set out in the Event Agreement . 
All bedroom rates are quoted inclusive of English  breakfast and inclusive  of applicable national and local taxes, unless stated otherwise in the Event Agreement.   
Currently, national and local taxes on bedroom rates are at the prevailing rate. Please note that bedroom rates of tax are subject to change and you will be responsible for payment of 
taxes applicable at the time of your Event (as well as any bedroom rate increases resulting from tax increases).  
B – DELEGATE PACKAGES  
All delegate packages that include bedroom accommodations are quoted inclusive of English  breakfast and  inclusive  of applicable national and local taxes, unless stated otherwise in 
the Event Agreement.  
Currently, national and local taxes on delegate packages are at the prevailing rate. Please note that delegate packages rate  of tax are subject to change and you will be responsible for 
payment of taxes applicable at the time of your Event (as well as any rate increases resulting from tax increases).  
C – FUNCTION DETAILS  
This Event is based on the meeting room hire schedule and  function details of the Event as set forth in the Event Agreement.  
All F&B rates and meeting room rates are quoted exclusive of applicable national and local taxes, unless stated otherwise in the Event Agreement.   
Currently, national and local taxes on F &B rates and meeting room rates are at the prevailing rate.  Please note that F&B rates and meeting room rates of tax are subject to change and 
you will be responsible for payment of taxes applicable at the time of your Event (as well as any rate increases resulting from tax increases).  
1. OPTION DATE  
1.1. You are requested to review, sign and return  this agreement to us within 7  days of the Event Agreement Issue Date, unless a different option date is stated in the Event Agreement. 
We reserve the right to release your tentatively  reserved bedrooms and facilities, or to review our rates, if we do not receive your signed agreement by the applicable due date. No 
cancellation fee shall apply in such circumstances. If other enquiries are received for the same dates of your proposed Event , we may contact you earlier for confirmation, at our sole 
discretion.  
2. RESERVATION METHOD  (APPLICAB LE FOR BEDROOM ONLY)  
2.1. All the bedrooms provided for in your Room Block will be reserved on a definite  basis for you upon signing and returning this agreement to us.  Reservations may be made either 
directly by your attendees via the Internet using the Personalized Online Group (POG) Web Page (please visit http://www.hilton.com/GroupPage  to create your POG Web Page at least 
7 days prior to when housing is scheduled to open); or  via a rooming list . ).  If you intend to use a rooming list, p lease contact your designated event manager and request an Excel 
templat e to create your rooming list.  
2.2. Hilton Worldwide offers direct download into many hotel reservation systems using RAPID! (Reservation Automated Processing In put and Delivery).  Please contact your designated 
event manager to determine if RAPID! is availabl e for your Event.   
2.3. At least 14 days prior to your Arrival Date, you shall provide to us either (i) individual reservations by means of a POG, or (ii) a room ing list detailing names of attendees for each 
bedroom type and date of arrival and departure.  
2.4. We r eserve the right to charge an administrative charge for rooming lists that are received after the date noted above.  If you f ail to provide such rooming lists to us by such date, 
you may continue to hold the bedrooms by making advanced payment in full of t he Total Anticipated Bedroom Revenue.  If you fail to either provide such rooming lists or make advanced 
payment in full of the Total Anticipated Bedroom Revenue by such date, we will be entitled (but not obliged) to release all o r any such unconfirmed roo ms in our sole discretion.  Rooms 
released in this way shall be covered by the Performance/Reduction in Numbers clause below.   
 
 
3 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
2.5. Your advance payments and deposits will be refunded by us to you within 30 days after completion of your Event if bedrooms yo u paid for in advance were later paid for by your 
attendees.  
2.6. Hilton Worldwide’s online Guest List Manager  (GLM) allows groups to view and manage guest lists as well as view room count summaries for their room block.   Please contac t 
your designated event mana ger to determine if your Event is eligible for GLM.   
2.7. If you request that we provide you and/or your representative(s) with access to guest reservation information pertaining to y our attendees who have reserved rooms at our Hotel 
as part of your Room Block , then you certify that you have already obtained, or will obtain, consent from each of your attendees for our Hotel or Hilto n Worldwide to provide to you 
and/or your representative(s) such attendee’s reservation information, and you further agree to reimb urse us and Hilton Worldwide for any costs, damages, fees or expenses of any kind 
arising from any claim(s) by an attendee relating to our or Hilton Worldwide’s disclosure of any attendee’s reservation infor mation to you and/or your representative(s).  
3. DEPOSITS /  CONFIRMATIONS /  EARLY CHECK OUT FEE   
3.1. .  In order to confirm a bedroom assignment for your attendees (if applicable), we will require them to provide a first and l ast night's deposit, refundable up to 14 calendar days in 
advance of Arrival Date, after which due date the deposit is non -refundab le. A major credit card that we accept can be used by your attendees to establish prepayment.  We will advise 
your attendees which major credits are currently being accepted by our Hotel. All credit cards used to prepay will be charged  immediately.   
3.2. In th e event that an attendee who has requested a room within your Room Block checks out prior to the attendee's reserved check -out date, we will charge an early check -out fee 
of 100% from the room rate.  Attendees wishing to avoid an early check -out fee should  advise us at or before check -in of any change in planned length of stay. We will inform attendees 
of the early check -out charge upon check -in and we request that you also inform your attendees of the charge.  
3.3. Check -in time is “ from”  16:00; check -out time is “from”  11:00, “subject to availability and depending on size of the group” .  Early check -in and late check -out are subject to 
availability and approval by our Front Desk.   We will charge an early check -in fee of NA and a late check -out fee of £ 20.00 pe r hour. Attendees wishing to avoid a late check -out fee 
should advise us at check -in of any need for an extended check -out time.  
4. TERMS OF PAYMENT  
4.1. If you have established sufficient credit facilities with Hilton Worldwide or us, you agree to pay an initial deposit (if applicable) as set out in the Event Agreement no later than 14 
days after your receipt of this final signed agreement from us.  Payment of the remaining balance will be due within thirty ( 30) days after receipt of the final bill.   
4.2. If no credit  facilities are agreed with Hilton Worldwide or us, then the following shall apply:  
4.2.1.   If the Event is taking place within 30 days of the Event Agreement Issue Date, full pre -payment of the Total Anticipated Revenue plus applicable national and local taxes 
is payable upon confirmation.  
4.2.2.  If the Event is taking place more than 30 days prior to the Event Agreement Issue Date, a deposit of 50% of the Total Anticip ated Revenue plus applicable national and 
local taxes will be payable upon confirmation, with the ful l remaining balance plus applicable national and local taxes being due and payable no later than 30 days prior to the 
Arrival Date.  
4.2.3.  If there are increases in the number of delegates after the agreement is signed by both parties, then full pre -payment of su ch additional charges plus applicable national 
and local taxes must be paid prior to the Arrival Date.  
4.2.4.  No later than 30 days prior to the Arrival Date, you will provide us with a valid credit card that we may charge for all esti mated master account charges, as well as any 
F&B or other services not expressly set out in the Event Agreement but made available on request by or on behalf of you durin g the Event.  
4.2.5.  We may apply different payment terms as set out in the Event Agreement, in which case the diff erent payment terms as set out in the Event Agreement shall take 
precedence over any conflicting payment terms contained in this clause.  
4.3. If you prefer, all charges can be paid by a major credit card that we accept.  Please contact us for a then -current lis t of those major credits that our Hotel accepts as of the Event 
Dates. Currently, Hilton Worldwide accepts MasterCard, Visa, Diners Club, American Express and JCB International.  
4.4. As a condition for us to accept your credit card as an approved form of payme nt for your master account charges, you agree to abide by the dispute resolution procedures described 
in this agreement below, which require that any disputes that you may wish to raise with respect to any master account charge s must first be addressed dir ectly by you and the Hotel, in 
which case the parties agree to work in good faith to resolve any such disputed invoices in a timely manner. For the avoidanc e of doubt, you agree that you will not avail yourself of your 
credit card issuer’s procedures for r eceiving a temporary credit for disputed charges arising from your credit card transactions with us (commonly referred to as a “chargeback”).  
4.5. We reserve the right to check your credit status at any time before the commencement of the Event, and we reserve the right to increase the amount of deposits and/or pre -
payments should there be a negative change in your financial status.  You expressly consent to our conducting any such credit  checks.  
4.6. Accounts 30 days past due will be charged interest at a rate of 4 % above the Barclay’s base rate (or any local base rate equivalent)  per month or the maximum rate allowable under 
applicable law or regulation (whichever is lower).  If any charges are disputed in good faith, then you agree to pay us all u ndisputed amounts within 30 days of invoice date. The parties 
will then agree to work  in good faith to resolve the disputed invoiced charges in a timely manner, and you agree to pay the remainder immediately upo n resolution of the dispute.  
5. ADDITIONAL SPEND  
5.1. You shall pay us for any F&B and other services not expressly set out in the Event Agreement or the Schedule of Events (if applicable) but made available on request by or on behalf 
of you during the Event. On or before the Arrival Date, you will confirm to us in writing the names of those attendees who yo u consider to be authorised to sa nction additional spend at 
the Event over and above the contracted amounts. All our records for additional spend (meeting room rental, audio/visual equi pment, flipcharts, F&B functions and other incidentals) 
will be presented to one of your authorised sign atures to be checked and signed on a daily basis.  
6. EVENT PLANNER BONUS PROGRAMME   
6.1. The individual designated in the Event Agreement as the Event Planner is eligible to earn an Event Planner Bonus for a qualif ying event.  Only the Event Planner who is specifically 
named in the Event Agreement will be eligible for this Event Planner Bonus,  unless we receive confirmation in writing signed by you or the Planner (as applicable) before the Event that 
some other person is to receive the Event Planner Bonus.   
6.2. The applicable Event Planner Bonus for your Event is specified in the Event Agreement.  Full details and rules regarding the Event Planner Bonus Programme are available by visiting 
www.hilton.com . Hilton HHonors membership, earning of points  and redemption of points are subject to HHonors Terms and Cond itions. The Event Planner Bonus will only be issued 
after our receipt of full payment for the Event and in accordance with the Event Planner Bonus Programme rules.  For the avoidance of doubt, no Event Planner Bonus will be awarded to 
the Event Planner base d on cancellation damages or no -show charges.  
 
 
4 | P a g e   Initial: ___________         Initial: ___________  
HWI CONF/EVENTS AGT - UK/IRELAND  
6.3. Before the Event Planner Bonus can be issued, an acknowledgment form signed by an authorised representative of the Event Plan ner's employer must be submitted to us, with 
such form merely confirming that the emp loyer is aware of the courtesy being provided to the Event Planner, and that the issuance of the courtesy does not violate th e employer's 
policies as of the date of issuance of the Event Planner Bonus. We can provide an acknowledgement form acceptable to u s.    
6.4. You (and the Planner if the Planner is signing this Event Agreement on your behalf) agree to take full responsibility for det ermining whether disclosure of the Event Planner Bonus 
is required and for making such disclosure if it is required.  Further , you (and the Planner if the Planner is signing this Event Agreement on your behalf) agree to reimburse us for any fees, 
costs, liabilities or expenses that we incur should any person claim that disclosure was insufficient.  
7. COMMISSION  (APPLICABLE TO AGENTS ONLY ) 
7.1. Unless specifically mentioned otherwise in the Event Agreement, we  will only pay commission to those agencies who are certified members of IATA, TIDS or HBAA (or similar 
bodies). Commission will be paid on the bedroom rate (exclusive of any rebates, housing company fees or other subsidy) for each bedroom actually occupied and paid for by you or your 
attendees that was reserved as part of your established Room Block at the special group rates as specified in the Event Agree ment.   
7.2. The applicable  commission that the Planner is eligible to receive for your Event is specified in the Event Agreement.  Commission will be paid only to the designated Planner, unless 
before the commencement of the Event, we receive notice in writing signed by you and the  designated Planner that the commission is to be paid to some other person or entity.   
7.3. Unless specifically mentioned otherwise in the Event Agreement,  commission will be paid in a single payment but only after we receive full payment for the Event as well  as a valid 
commission invoice.  For the avoidance of doubt, we have no obligation to take any action to collect funds to be paid as comm issions.   
7.4. You (and the Planner if the Planner is signing this Event Agreement on your behalf) agree to take full respo nsibility for determining whether disclosure of the commission is required 
and for making such disclosure if it is required.  You (and the Planner if the Planner is signing this Event Agreement on you r behalf) further agree to reimburse us for any fees, co sts, 
liabilities or expenses that we incur should any person claim disclosure was insufficient.  
7.5. If no travel agent/meeting planner/professional conference organiser is specifically identified in the Event Agreement, then you acknowledge that all terms and conditions with 
regard to the Event have been negotiated directly between you and us. If following the final execution of this agreement you elect to retain the services of a travel agent/meeting 
planner/professional conference organiser in order to provid e services to you in support of your Event, then you acknowledge and agree that any such retention will be solely at your 
election and all compensation owed to such travel agent/meeting planner/professional conference organiser shall be paid solely by you.  
7.6. For the avoidance of doubt, you agree that t he commission agreed to in the Event Agreement is for the benefit of the Event set out in the Event Agreement only and cannot  be 
used by you to create a binding precedent for future events at our Hotel or at any  other hotel operating within the Hilton Worldwide portfolio of hotels.  
8. OUTSIDE FOOD AND BEVERAGE  
8.1. You may not bring any outside food or drink into our Hotel  for use during your functions/meetings, unless agreed by us in writing and in advance of the Event.  
9. DELIVERIES  
9.1. Arrangements for delivery of packages should be made through your designated event manager.  Receiving, handling and shipping  charges may apply .  No packages will be accepted 
by us that require us to pay shipping costs.  Deliveries will only be accepted within 24 hours prior to your Arrival Date, un less otherwise agreed by us in advance.   All deliveries must be 
correctly labelled as per our guide lines. To the fullest extent permitted by applicable law, we shall not be responsible for any damage to or loss of your packa ges. 
10. CANCELLATION AND PERFORMANCE POLICIES   
10.1. The rates and concessions offered by us in the Event Agreement are based in part upon t he total revenue anticipated by us from your agreement to use and pay for the bedrooms, 
meeting rooms and functions as listed in the Event Agreement. You guarantee that your Event will provide the Total Anticipate d Revenue.   You agree and understand that in the event 
of a full cancellation or lack of performance by you, we will have lost the opportunity to offer your unused facilities to ot hers either individually or as part of another block and we will 
incur additional costs in attempting to resell invent ory that was already sold to you.  
10.2. As our actual damages would be difficult to determine, you agree to pay to us reasonable liquidated damages, plus applicable national and local taxes, for full cancellation or lack 
of performance as described in the follo wing clauses.  The parties agree that the liquidated damages clauses provided for in this agreement are a reasonable effort by the parties t o agree 
in advance on the damages that we will suffer due to full cancellation or lack of performance.  
10.3. Full Cancella tion  
10.3.1",,,,,,,,,
  Should you cancel your Event for any reason, including changing your meeting/function site to another hotel, you agree to pay us the applicable full cancellation damages. ,,,,,,,,
The full cancellation damages will be calculated as a percentage, based on the date of cancellation and the number of tot al guests listed below.  ,,,,,,,,,
10.3.2.  All notices of cancellation must be in writing and will take effect from the date of our receipt of your notice and the minim um numbers guarantees listed below.  ,,,,,,,,,,
 ,,,,,,,,,,
10.3.3.  Following confirmation of an Event, should your total guest numbers increase as evidenced by an amendment to the Event Agreem ent, so that a new applicable ,,,,,,,,
cancellation period becomes valid, then the new cancellation period will automatically supersede the previous. Should total guest numbers decrease at any time following ,,,,,,,,,
confirmation, the original applicable cancellation period will still remain valid.   ,,,,,,,,,
10.3.4.  We will subtract any advance payments and deposits previously paid by you to us from the applicable ful l cancellation damages you owe to us.  ,,,,,,,,,,
10.3.5.  We will make reasonable efforts to reduce your cancellation damages owed by re -letting the cancelled Event and/or accommodation space.  The cancelled Event and/or ,,,,,,,,,,
accommodation space will be classed as last let  and th erefore we will only confirm definitive cancellation charges after the intended Event Dates.  The re -let credit will equal the ,,,,,,,,,,
profit of any alternative business we are able to secure on your behalf.  ,,,,,,,,,,
10.3.6.  In addition to the full cancellation damages due by you to us under this clause, you must reimburse us for any expenditure incurred by us in respect of any cancelled ,,,,,,,,,
booking, including (but not limited to) any costs, charges or penalties as a result of having to make consequential cancellat ion of our own arrang ements with third parties in relation ,,,,,,,,
to your cancelled Event.  ,,,,,,,,,,
10.4. Performance/Reduction In Numbers  ,,,,,,,,,,
10.4.1.  Prior to your Event, we may review the number of requests for bedroom assignments that have been made by your attendees in or der to compare your obligations her ein ,,,,,,,,,
with your actual likely performance.  Should it appear in advance of your Event that the actual number of attendees will fall  below the attendance we expect based upon your ,,,,,,,,,,
reserved Room Block, we reserve the right to assign alternate meeting/function space commensurate with your reduced space needs as indicated by your attendees' requests for ,,,,,,,,,
bedroom assignments.  ,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
5 | P a g e   Initial: ___________         Initial: ___________  ,,,,,,,,,,
HWI CONF/EVENTS AGT - UK/IRELAND  ,,,,,,,,,,
10.4.2.  At least 3 business days prior to the Arrival Date, you must notify us of your final number of attendees that will be attending your Eve nt fu nctions.   ,,,,,,,,,
10.4.3.  If the Event is held, but we do not realize the Total Anticipated Revenue from your Event, whether due to reduction in size o f your meeting, drop in attendance, change ,,,,,,
in F&B functions or otherwise, you agree to pay to us reasonable liquidated d amages, plus applicable national and local taxes, for your lack of performance. The performance ,,,,,,,
damages applicable to your Event are set forth in the Event Agreement.  ,,,,,,,,,,
10.4.4.  We will deduct all collected non -refundable individual deposits, all collected early dep arture fees, and all advance payments and deposits previously paid by you to us ,,,,,,,,
from the amount you owe us as performance damages.  ,,,,,,,,,,
11. CONDUCT OF EVENT  ,,,,,,,,,,
11.1. To the fullest extent permitted by applicable laws, you assume full responsibility for the conduct of all persons in attendan ce at your Event and liability for loss and/or any damage ,,,,,,,,,
done to any part of our Hotel premises during the time of your Event caus ed by your employees and temporary workers, agents, contractors, sub -contractors, as well as by attendees of ,,,,,,
the Event.  ,,,,,,,,,,
11.2. For the safety of persons and property, no fireworks or incendiary devices may be used indoors at the Hotel.  You also agree that your Event will not create any unreasonable ,,,,,,,,,
disturbance to other guests or meetings, such as excessive noise, smoke or fog machines, dry ice, confetti cannons, candles, incense, or any activity that generates offensive smells. We ,,,
reserve the right to end your E vent functions immediately if you do not comply with our reasonable request to reduce or eliminate any such disturbance, in w hich case you will remain ,,,,,,,,,
responsible for payment of all contracted charges related to your Event and no refunds will be issued to you by us.  ,,,,,,,,,,
12. COMPLIANCE WITH LAWS  ,,,,,,,,,,
12.1. You agree to comply with all applicable laws and regulations, including without limitation, health and safety codes, anti -terrorism, anti -corruption, anti -money laundering laws and ,,,,,
regulations, and fire regulations.  You agree to cooperate with us and any relevant government authority to ensure compliance with such laws and re gulations. In case of doubt with ,,,,,,,,,
respect to fire regulations, we may require that you obtain at your expense a certificate of compl iance from the local fire authorities.  ,,,,,,,,,
12.2. Given that Hilton Worldwide is headquartered in the United States of America, hotels operating under the Hilton Worldwide por tfolio of brands are legally restricted from ,,,,,,,,,
conducting business with any persons or entitie s that are designated on the U.S. Department of the Treasury’s Office of Foreign Assets Control (OFAC) List of Specially Desi gnated ,,,,,,,,,,
Nationals and Other Blocked Persons (including terrorists and narcotics traffickers) (the “OFAC List”), since such hotels an d Hilton Worldwide could be determined to have derived income, ,,,,,,,,
